Order_ID,Order_Date,Customer_ID,Product_ID,Store_ID,Quantity,Discount_Percent,Gross_Sales,Discount_Amount,Revenue,Profit,Payment_Method
ORD01458,2024-03-01,C0361,P026,S006,2,5,320,16.0,304.0,154.0,Debit Card
ORD01459,2026-01-17,C0157,P029,S001,1,0,650,0.0,650.0,270.0,UPI
ORD01460,2024-09-16,C0075,P033,S001,1,5,280,14.0,266.0,126.0,Wallet
ORD01461,2025-08-25,C0098,P039,S003,2,10,360,36.0,324.0,44.0,Credit Card
ORD01462,2025-01-30,C0025,P093,S005,1,0,450,0.0,450.0,200.0,Cash
ORD01463,2026-03-15,C0195,P071,S002,1,10,180,18.0,162.0,62.0,Credit Card
ORD01464,2025-02-25,C0081,P013,S002,4,5,2000,100.0,1900.0,780.0,Cash
ORD01465,2025-07-10,C0161,P042,S003,3,5,270,13.5,256.5,91.5,Credit Card
ORD01466,2025-12-23,C0219,P046,S007,2,0,800,0.0,800.0,280.0,UPI
ORD01467,2026-11-13,C0111,P010,S008,1,5,250,12.5,237.5,127.5,Cash
ORD01468,2026-12-22,C0071,P085,S004,1,0,1200,0.0,1200.0,500.0,UPI
ORD01469,2026-01-02,C0227,P066,S008,1,0,300,0.0,300.0,120.0,UPI
ORD01470,2025-11-10,C0132,P016,S007,2,10,1300,130.0,1170.0,450.0,UPI
ORD01471,2025-10-20,C0173,P053,S008,2,0,240,0.0,240.0,100.0,Credit Card
ORD01472,2024-07-29,C0347,P047,S007,2,10,500,50.0,450.0,150.0,Wallet
ORD01473,2024-06-02,C0294,P071,S002,2,5,360,18.0,342.0,142.0,Debit Card
ORD01474,2025-10-07,C0043,P046,S004,3,5,1200,60.0,1140.0,360.0,Wallet
ORD01475,2024-09-11,C0339,P042,S002,2,5,180,9.0,171.0,61.0,Credit Card
ORD01476,2024-02-13,C0250,P025,S008,1,5,220,11.0,209.0,99.0,Cash
ORD01477,2026-08-03,C0322,P089,S001,1,10,800,80.0,720.0,270.0,Credit Card
ORD01478,2026-12-22,C0210,P090,S003,1,5,300,15.0,285.0,135.0,Cash
ORD01479,2025-09-08,C0307,P045,S008,1,10,350,35.0,315.0,95.0,Credit Card
ORD01480,2025-10-03,C0336,P039,S002,1,0,180,0.0,180.0,40.0,Wallet
ORD01481,2024-09-05,C0040,P044,S007,3,15,360,54.0,306.0,96.0,UPI
ORD01482,2024-01-22,C0121,P031,S002,1,20,120,24.0,96.0,46.0,Cash
ORD01483,2025-04-08,C0376,P064,S002,1,0,80,0.0,80.0,45.0,Wallet
ORD01484,2024-01-11,C0180,P039,S008,4,15,720,108.0,612.0,52.0,UPI
ORD01485,2024-08-14,C0104,P069,S003,1,0,220,0.0,220.0,100.0,UPI
ORD01486,2026-02-16,C0071,P049,S004,1,0,30,0.0,30.0,15.0,UPI
ORD01487,2024-09-15,C0122,P046,S001,1,0,400,0.0,400.0,140.0,Credit Card
ORD01488,2026-04-26,C0281,P081,S003,2,10,400,40.0,360.0,120.0,Credit Card
ORD01489,2026-09-05,C0167,P035,S008,2,20,600,120.0,480.0,180.0,UPI
ORD01490,2025-04-07,C0284,P061,S008,1,10,350,35.0,315.0,115.0,Debit Card
ORD01491,2025-05-11,C0339,P048,S002,2,10,900,90.0,810.0,210.0,UPI
ORD01492,2026-10-02,C0204,P008,S005,2,5,1200,60.0,1140.0,500.0,UPI
ORD01493,2025-11-28,C0003,P037,S004,2,5,1300,65.0,1235.0,235.0,Cash
ORD01494,2025-09-30,C0100,P061,S008,2,10,700,70.0,630.0,230.0,Cash
ORD01495,2024-09-23,C0361,P020,S006,1,0,750,0.0,750.0,330.0,Wallet
ORD01496,2026-11-17,C0277,P073,S007,1,0,900,0.0,900.0,250.0,Credit Card
ORD01497,2024-07-28,C0040,P052,S007,1,15,50,7.5,42.5,12.5,Debit Card
ORD01498,2026-08-01,C0226,P036,S007,1,0,200,0.0,200.0,110.0,Debit Card
ORD01499,2025-06-27,C0162,P042,S005,1,5,90,4.5,85.5,30.5,UPI
ORD01500,2026-03-23,C0250,P030,S008,2,5,360,18.0,342.0,182.0,UPI
ORD01501,2024-07-19,C0189,P033,S003,1,0,280,0.0,280.0,140.0,Wallet
ORD01502,2025-01-22,C0016,P029,S001,1,5,650,32.5,617.5,237.5,Credit Card
ORD01503,2026-06-06,C0042,P037,S001,1,0,650,0.0,650.0,150.0,UPI
ORD01504,2024-08-23,C0318,P015,S005,1,0,350,0.0,350.0,170.0,UPI
ORD01505,2024-07-25,C0051,P008,S001,1,15,600,90.0,510.0,190.0,Debit Card
ORD01506,2026-03-15,C0186,P037,S006,1,10,650,65.0,585.0,85.0,Cash
ORD01507,2025-02-25,C0391,P029,S006,1,0,650,0.0,650.0,270.0,Debit Card
ORD01508,2025-08-12,C0299,P064,S005,2,0,160,0.0,160.0,90.0,Credit Card
ORD01509,2026-09-03,C0182,P063,S005,2,15,240,36.0,204.0,64.0,Debit Card
ORD01510,2024-05-22,C0397,P016,S008,1,0,650,0.0,650.0,290.0,Credit Card
ORD01511,2026-08-29,C0233,P091,S004,1,0,250,0.0,250.0,140.0,Wallet
ORD01512,2024-12-15,C0029,P073,S006,3,5,2700,135.0,2565.0,615.0,Wallet
ORD01513,2026-09-27,C0293,P052,S007,3,5,150,7.5,142.5,52.5,UPI
ORD01514,2025-08-18,C0219,P011,S007,3,5,7500,375.0,7125.0,2025.0,UPI
ORD01515,2024-07-11,C0305,P016,S005,1,10,650,65.0,585.0,225.0,UPI
ORD01516,2025-12-19,C0390,P040,S007,1,5,55,2.75,52.25,10.25,UPI
ORD01517,2025-12-23,C0295,P005,S005,1,5,300,15.0,285.0,135.0,Debit Card
ORD01518,2026-09-18,C0175,P074,S003,1,10,850,85.0,765.0,165.0,Debit Card
ORD01519,2026-04-20,C0264,P009,S002,3,10,2400,240.0,2160.0,810.0,UPI
ORD01520,2025-05-15,C0270,P046,S005,2,10,800,80.0,720.0,200.0,Credit Card
ORD01521,2024-07-01,C0387,P026,S008,1,20,160,32.0,128.0,53.0,Debit Card
ORD01522,2026-07-09,C0256,P088,S006,5,15,10000,1500.0,8500.0,2000.0,UPI
ORD01523,2025-12-15,C0312,P090,S007,1,0,300,0.0,300.0,150.0,Wallet
ORD01524,2024-03-25,C0050,P031,S004,2,10,240,24.0,216.0,116.0,Cash
ORD01525,2026-07-20,C0232,P014,S004,2,10,1400,140.0,1260.0,500.0,UPI
ORD01526,2024-01-18,C0048,P024,S001,2,10,360,36.0,324.0,154.0,Credit Card
ORD01527,2025-08-16,C0102,P018,S008,2,10,2400,240.0,2160.0,760.0,UPI
ORD01528,2025-08-26,C0171,P034,S001,1,0,250,0.0,250.0,130.0,UPI
ORD01529,2024-04-18,C0352,P049,S004,2,0,60,0.0,60.0,30.0,UPI
ORD01530,2024-04-12,C0189,P065,S003,1,0,140,0.0,140.0,70.0,UPI
ORD01531,2024-11-13,C0030,P082,S002,2,0,560,0.0,560.0,260.0,Debit Card
ORD01532,2024-06-14,C0160,P048,S007,1,0,450,0.0,450.0,150.0,Wallet
ORD01533,2026-03-02,C0363,P026,S007,1,20,160,32.0,128.0,53.0,UPI
ORD01534,2025-09-10,C0112,P034,S007,2,0,500,0.0,500.0,260.0,Credit Card
ORD01535,2024-10-12,C0154,P081,S007,1,0,200,0.0,200.0,80.0,Credit Card
ORD01536,2024-06-24,C0075,P033,S001,1,15,280,42.0,238.0,98.0,Credit Card
ORD01537,2026-06-13,C0019,P025,S005,1,5,220,11.0,209.0,99.0,Debit Card
ORD01538,2026-01-02,C0324,P039,S007,2,0,360,0.0,360.0,80.0,Credit Card
ORD01539,2024-02-26,C0255,P047,S004,4,0,1000,0.0,1000.0,400.0,Debit Card
ORD01540,2024-10-14,C0052,P001,S003,1,0,1200,0.0,1200.0,450.0,Credit Card
ORD01541,2025-08-23,C0286,P013,S001,1,10,500,50.0,450.0,170.0,UPI
ORD01542,2026-08-05,C0065,P060,S005,3,15,210,31.5,178.5,58.5,Credit Card
ORD01543,2024-04-22,C0198,P005,S001,1,20,300,60.0,240.0,90.0,UPI
ORD01544,2025-08-18,C0382,P051,S006,2,10,320,32.0,288.0,98.0,Cash
ORD01545,2026-11-12,C0236,P016,S001,1,0,650,0.0,650.0,290.0,UPI
ORD01546,2026-12-26,C0287,P071,S002,2,0,360,0.0,360.0,160.0,Debit Card
ORD01547,2024-01-14,C0390,P065,S007,3,5,420,21.0,399.0,189.0,UPI
ORD01548,2024-11-09,C0339,P001,S002,1,0,1200,0.0,1200.0,450.0,UPI
ORD01549,2026-11-01,C0136,P045,S007,1,0,350,0.0,350.0,130.0,Credit Card
ORD01550,2025-04-26,C0368,P089,S003,3,5,2400,120.0,2280.0,930.0,Cash
ORD01551,2024-09-09,C0322,P060,S001,1,5,70,3.5,66.5,26.5,UPI
ORD01552,2025-05-07,C0033,P067,S004,1,10,450,45.0,405.0,125.0,Credit Card
ORD01553,2025-08-16,C0289,P047,S006,1,0,250,0.0,250.0,100.0,Credit Card
ORD01554,2025-07-17,C0353,P042,S002,1,10,90,9.0,81.0,26.0,UPI
ORD01555,2026-05-20,C0065,P047,S005,1,0,250,0.0,250.0,100.0,UPI
ORD01556,2025-09-12,C0165,P038,S001,1,10,300,30.0,270.0,50.0,Debit Card
ORD01557,2025-12-27,C0337,P044,S007,2,10,240,24.0,216.0,76.0,UPI
ORD01558,2026-01-02,C0330,P086,S003,2,15,3000,450.0,2550.0,750.0,UPI
ORD01559,2026-12-11,C0249,P086,S007,1,10,1500,150.0,1350.0,450.0,UPI
ORD01560,2025-11-25,C0198,P065,S001,3,0,420,0.0,420.0,210.0,Debit Card
ORD01561,2026-03-17,C0079,P050,S005,1,10,150,15.0,135.0,45.0,Credit Card
ORD01562,2025-01-04,C0075,P091,S001,2,15,500,75.0,425.0,205.0,Debit Card
ORD01563,2024-09-22,C0089,P043,S006,2,5,560,28.0,532.0,192.0,Credit Card
ORD01564,2026-04-06,C0052,P049,S003,1,0,30,0.0,30.0,15.0,Debit Card
ORD01565,2024-08-05,C0292,P028,S003,2,10,700,70.0,630.0,270.0,UPI
ORD01566,2025-04-29,C0305,P034,S005,1,15,250,37.5,212.5,92.5,Debit Card
ORD01567,2026-05-10,C0290,P045,S008,4,0,1400,0.0,1400.0,520.0,UPI
ORD01568,2024-05-29,C0138,P012,S004,1,0,180,0.0,180.0,100.0,Debit Card
ORD01569,2024-12-22,C0299,P004,S005,2,0,3000,0.0,3000.0,1200.0,Wallet
ORD01570,2025-02-13,C0318,P057,S005,1,5,140,7.0,133.0,53.0,Debit Card
ORD01571,2024-11-27,C0048,P030,S001,2,10,360,36.0,324.0,164.0,UPI
ORD01572,2024-07-16,C0187,P003,S007,1,10,350,35.0,315.0,135.0,Cash
ORD01573,2026-04-15,C0231,P042,S001,2,15,180,27.0,153.0,43.0,UPI
ORD01574,2026-12-17,C0179,P055,S005,3,5,270,13.5,256.5,106.5,Credit Card
ORD01575,2024-10-09,C0035,P040,S001,1,5,55,2.75,52.25,10.25,Cash
ORD01576,2024-09-17,C0388,P055,S002,3,0,270,0.0,270.0,120.0,UPI
ORD01577,2025-11-07,C0127,P027,S007,4,0,1800,0.0,1800.0,840.0,Debit Card
ORD01578,2024-11-19,C0301,P003,S005,1,5,350,17.5,332.5,152.5,Cash
ORD01579,2026-10-21,C0400,P086,S002,2,5,3000,150.0,2850.0,1050.0,Cash
ORD01580,2025-06-22,C0197,P053,S003,2,0,240,0.0,240.0,100.0,Credit Card
ORD01581,2024-05-01,C0381,P036,S002,1,5,200,10.0,190.0,100.0,Debit Card
ORD01582,2024-05-07,C0044,P094,S003,1,0,350,0.0,350.0,180.0,Wallet
ORD01583,2024-03-13,C0043,P088,S004,1,0,2000,0.0,2000.0,700.0,Credit Card
ORD01584,2024-06-14,C0125,P066,S006,3,5,900,45.0,855.0,315.0,UPI
ORD01585,2024-08-01,C0273,P063,S001,1,5,120,6.0,114.0,44.0,Debit Card
ORD01586,2025-09-13,C0090,P045,S008,3,15,1050,157.5,892.5,232.5,UPI
ORD01587,2024-02-23,C0004,P092,S004,3,10,5400,540.0,4860.0,1560.0,Credit Card
ORD01588,2024-02-07,C0331,P081,S003,2,0,400,0.0,400.0,160.0,Debit Card
ORD01589,2026-05-30,C0170,P056,S008,2,5,120,6.0,114.0,44.0,UPI
ORD01590,2026-01-23,C0120,P024,S004,1,0,180,0.0,180.0,95.0,Wallet
ORD01591,2024-07-07,C0395,P031,S005,2,0,240,0.0,240.0,140.0,Debit Card
ORD01592,2024-04-03,C0011,P076,S002,5,0,1250,0.0,1250.0,650.0,Debit Card
ORD01593,2024-06-05,C0376,P064,S002,1,0,80,0.0,80.0,45.0,UPI
ORD01594,2025-05-15,C0183,P028,S001,5,0,1750,0.0,1750.0,850.0,UPI
ORD01595,2024-06-06,C0015,P059,S004,1,15,100,15.0,85.0,30.0,UPI
ORD01596,2026-01-01,C0003,P071,S004,3,15,540,81.0,459.0,159.0,Credit Card
ORD01597,2026-01-21,C0010,P034,S004,3,0,750,0.0,750.0,390.0,Debit Card
ORD01598,2025-07-01,C0061,P048,S005,1,5,450,22.5,427.5,127.5,UPI
ORD01599,2026-04-21,C0174,P042,S008,2,5,180,9.0,171.0,61.0,UPI
ORD01600,2024-10-07,C0110,P027,S001,2,0,900,0.0,900.0,420.0,Credit Card
ORD01601,2024-10-31,C0155,P024,S002,2,5,360,18.0,342.0,172.0,Credit Card
ORD01602,2026-10-18,C0279,P017,S002,1,5,250,12.5,237.5,107.5,UPI
ORD01603,2024-05-02,C0285,P089,S006,1,5,800,40.0,760.0,310.0,Credit Card
ORD01604,2026-02-26,C0225,P081,S003,1,0,200,0.0,200.0,80.0,UPI
ORD01605,2026-11-09,C0233,P060,S004,1,10,70,7.0,63.0,23.0,Wallet
ORD01606,2025-11-19,C0255,P090,S004,4,10,1200,120.0,1080.0,480.0,Credit Card
ORD01607,2025-11-29,C0088,P065,S005,2,15,280,42.0,238.0,98.0,Debit Card
ORD01608,2024-04-26,C0374,P088,S003,3,5,6000,300.0,5700.0,1800.0,Wallet
ORD01609,2025-08-11,C0264,P095,S002,3,15,1800,270.0,1530.0,570.0,Credit Card
ORD01610,2026-11-28,C0158,P051,S005,4,5,640,32.0,608.0,228.0,Wallet
ORD01611,2024-02-01,C0009,P031,S007,1,10,120,12.0,108.0,58.0,UPI
ORD01612,2025-08-28,C0001,P087,S005,1,0,700,0.0,700.0,300.0,Credit Card
ORD01613,2025-05-28,C0073,P039,S003,3,10,540,54.0,486.0,66.0,Credit Card
ORD01614,2025-10-19,C0104,P019,S003,3,0,2700,0.0,2700.0,1200.0,UPI
ORD01615,2024-03-16,C0232,P007,S004,4,5,1800,90.0,1710.0,830.0,Cash
ORD01616,2024-04-29,C0266,P034,S008,2,0,500,0.0,500.0,260.0,Cash
ORD01617,2024-05-11,C0244,P047,S005,1,0,250,0.0,250.0,100.0,Debit Card
ORD01618,2026-12-20,C0384,P026,S003,1,15,160,24.0,136.0,61.0,Debit Card
ORD01619,2024-03-19,C0290,P029,S008,1,5,650,32.5,617.5,237.5,Credit Card
ORD01620,2025-04-11,C0291,P026,S003,1,10,160,16.0,144.0,69.0,UPI
ORD01621,2025-12-24,C0400,P030,S002,1,0,180,0.0,180.0,100.0,UPI
ORD01622,2024-08-19,C0312,P048,S007,2,0,900,0.0,900.0,300.0,UPI
ORD01623,2026-05-01,C0259,P037,S003,1,0,650,0.0,650.0,150.0,UPI
ORD01624,2026-01-07,C0279,P006,S002,1,0,650,0.0,650.0,300.0,Debit Card
ORD01625,2025-08-25,C0328,P044,S006,2,0,240,0.0,240.0,100.0,UPI
ORD01626,2024-02-22,C0145,P094,S006,1,0,350,0.0,350.0,180.0,UPI
ORD01627,2026-11-06,C0181,P072,S004,2,15,240,36.0,204.0,84.0,UPI
ORD01628,2024-11-03,C0240,P049,S004,5,0,150,0.0,150.0,75.0,UPI
ORD01629,2025-04-04,C0380,P093,S008,2,20,900,180.0,720.0,220.0,Debit Card
ORD01630,2024-09-05,C0071,P066,S004,3,5,900,45.0,855.0,315.0,UPI
ORD01631,2026-12-10,C0332,P048,S005,1,0,450,0.0,450.0,150.0,Credit Card
ORD01632,2025-11-04,C0118,P096,S004,3,0,1500,0.0,1500.0,720.0,Credit Card
ORD01633,2024-08-24,C0277,P067,S007,2,0,900,0.0,900.0,340.0,Wallet
ORD01634,2024-06-12,C0148,P037,S005,1,5,650,32.5,617.5,117.5,Wallet
ORD01635,2025-04-16,C0141,P054,S005,1,0,110,0.0,110.0,45.0,Credit Card
ORD01636,2024-09-13,C0066,P067,S007,4,0,1800,0.0,1800.0,680.0,Wallet
ORD01637,2024-10-09,C0128,P053,S007,3,0,360,0.0,360.0,150.0,UPI
ORD01638,2026-10-31,C0378,P046,S007,2,5,800,40.0,760.0,240.0,Debit Card
ORD01639,2026-07-18,C0324,P086,S007,1,0,1500,0.0,1500.0,600.0,UPI
ORD01640,2026-08-20,C0089,P037,S006,2,0,1300,0.0,1300.0,300.0,UPI
ORD01641,2024-12-07,C0144,P037,S005,1,15,650,97.5,552.5,52.5,Wallet
ORD01642,2025-12-29,C0208,P086,S008,2,10,3000,300.0,2700.0,900.0,UPI
ORD01643,2025-11-20,C0361,P087,S006,2,20,1400,280.0,1120.0,320.0,UPI
ORD01644,2025-12-27,C0189,P071,S003,4,5,720,36.0,684.0,284.0,Debit Card
ORD01645,2026-09-04,C0143,P044,S004,2,10,240,24.0,216.0,76.0,Debit Card
ORD01646,2026-10-01,C0168,P057,S008,2,0,280,0.0,280.0,120.0,Debit Card
ORD01647,2026-06-17,C0057,P047,S005,1,10,250,25.0,225.0,75.0,UPI
ORD01648,2025-04-20,C0176,P070,S001,1,0,300,0.0,300.0,130.0,Credit Card
ORD01649,2026-11-06,C0079,P096,S005,1,0,500,0.0,500.0,240.0,UPI
ORD01650,2024-10-27,C0109,P022,S004,1,0,1500,0.0,1500.0,550.0,Cash
ORD01651,2025-12-12,C0002,P027,S002,1,0,450,0.0,450.0,210.0,Credit Card
ORD01652,2025-08-13,C0294,P075,S002,4,0,1200,0.0,1200.0,520.0,Credit Card
ORD01653,2025-04-19,C0269,P019,S001,2,0,1800,0.0,1800.0,800.0,UPI
ORD01654,2024-10-06,C0371,P068,S005,4,5,1000,50.0,950.0,390.0,Debit Card
ORD01655,2024-02-22,C0189,P008,S003,1,0,600,0.0,600.0,280.0,Wallet
ORD01656,2026-06-30,C0373,P046,S007,2,10,800,80.0,720.0,200.0,UPI
ORD01657,2024-09-02,C0052,P015,S003,1,0,350,0.0,350.0,170.0,UPI
ORD01658,2025-07-24,C0363,P074,S007,2,0,1700,0.0,1700.0,500.0,UPI
ORD01659,2025-03-31,C0317,P001,S008,2,0,2400,0.0,2400.0,900.0,Credit Card
ORD01660,2026-11-16,C0367,P026,S002,1,10,160,16.0,144.0,69.0,Cash
ORD01661,2024-07-24,C0318,P006,S005,4,10,2600,260.0,2340.0,940.0,UPI
ORD01662,2024-03-13,C0227,P073,S008,4,5,3600,180.0,3420.0,820.0,UPI
ORD01663,2025-03-26,C0313,P050,S006,2,0,300,0.0,300.0,120.0,UPI
ORD01664,2026-10-14,C0248,P066,S006,1,15,300,45.0,255.0,75.0,Wallet
ORD01665,2025-03-14,C0182,P084,S005,1,0,180,0.0,180.0,90.0,Credit Card
ORD01666,2024-12-28,C0280,P026,S003,1,0,160,0.0,160.0,85.0,Credit Card
ORD01667,2026-09-18,C0390,P056,S007,2,20,120,24.0,96.0,26.0,Cash
ORD01668,2025-08-21,C0206,P084,S007,2,5,360,18.0,342.0,162.0,Debit Card
ORD01669,2026-09-12,C0283,P060,S006,1,0,70,0.0,70.0,30.0,Wallet
ORD01670,2025-08-11,C0335,P086,S006,1,0,1500,0.0,1500.0,600.0,UPI
ORD01671,2024-12-26,C0366,P046,S004,1,0,400,0.0,400.0,140.0,Debit Card
ORD01672,2026-09-17,C0050,P063,S004,3,15,360,54.0,306.0,96.0,Credit Card
ORD01673,2024-02-29,C0303,P059,S007,1,5,100,5.0,95.0,40.0,Cash
ORD01674,2024-05-04,C0108,P065,S005,2,0,280,0.0,280.0,140.0,Debit Card
ORD01675,2026-06-24,C0305,P046,S005,1,0,400,0.0,400.0,140.0,UPI
ORD01676,2025-03-24,C0361,P047,S006,1,10,250,25.0,225.0,75.0,UPI
ORD01677,2024-12-07,C0357,P048,S003,3,0,1350,0.0,1350.0,450.0,Wallet
ORD01678,2024-09-21,C0328,P059,S006,2,0,200,0.0,200.0,90.0,Debit Card
ORD01679,2024-07-03,C0339,P072,S002,3,0,360,0.0,360.0,180.0,UPI
ORD01680,2024-05-09,C0388,P062,S002,2,5,560,28.0,532.0,212.0,UPI
ORD01681,2024-11-17,C0361,P027,S006,1,10,450,45.0,405.0,165.0,UPI
ORD01682,2026-02-04,C0161,P013,S003,1,0,500,0.0,500.0,220.0,Debit Card
ORD01683,2024-03-14,C0318,P095,S005,3,10,1800,180.0,1620.0,660.0,Credit Card
ORD01684,2026-09-20,C0365,P047,S006,1,0,250,0.0,250.0,100.0,UPI
ORD01685,2025-05-21,C0239,P053,S008,1,10,120,12.0,108.0,38.0,Cash
ORD01686,2026-03-31,C0341,P037,S005,1,10,650,65.0,585.0,85.0,UPI
ORD01687,2024-05-31,C0069,P011,S001,2,10,5000,500.0,4500.0,1100.0,Debit Card
ORD01688,2024-12-15,C0178,P011,S008,3,0,7500,0.0,7500.0,2400.0,Credit Card
ORD01689,2025-10-24,C0053,P028,S002,2,0,700,0.0,700.0,340.0,Credit Card
ORD01690,2026-08-23,C0234,P008,S001,1,0,600,0.0,600.0,280.0,UPI
ORD01691,2025-07-24,C0046,P042,S002,2,15,180,27.0,153.0,43.0,Credit Card
ORD01692,2024-02-05,C0311,P029,S003,5,10,3250,325.0,2925.0,1025.0,Wallet
ORD01693,2024-08-09,C0176,P068,S001,2,5,500,25.0,475.0,195.0,UPI
ORD01694,2026-07-04,C0130,P067,S006,1,5,450,22.5,427.5,147.5,Debit Card
ORD01695,2024-06-20,C0290,P033,S008,1,0,280,0.0,280.0,140.0,Cash
ORD01696,2025-05-26,C0119,P038,S004,1,0,300,0.0,300.0,80.0,Cash
ORD01697,2025-04-21,C0164,P037,S001,1,5,650,32.5,617.5,117.5,Credit Card
ORD01698,2024-12-28,C0337,P067,S007,2,0,900,0.0,900.0,340.0,UPI
ORD01699,2026-09-27,C0235,P055,S005,2,0,180,0.0,180.0,80.0,Debit Card
ORD01700,2026-09-16,C0163,P035,S005,2,15,600,90.0,510.0,210.0,Wallet
ORD01701,2024-08-03,C0132,P010,S007,1,0,250,0.0,250.0,140.0,UPI
ORD01702,2026-11-30,C0331,P009,S003,1,0,800,0.0,800.0,350.0,Wallet
ORD01703,2026-05-18,C0111,P009,S008,2,5,1600,80.0,1520.0,620.0,Credit Card
ORD01704,2026-05-06,C0254,P021,S005,1,0,1000,0.0,1000.0,400.0,Credit Card
ORD01705,2025-07-09,C0336,P025,S002,2,5,440,22.0,418.0,198.0,UPI
ORD01706,2024-10-16,C0292,P058,S003,2,10,80,8.0,72.0,28.0,Wallet
ORD01707,2025-05-29,C0338,P045,S006,2,0,700,0.0,700.0,260.0,UPI
ORD01708,2024-12-31,C0192,P070,S002,3,0,900,0.0,900.0,390.0,Credit Card
ORD01709,2024-05-17,C0230,P024,S002,5,0,900,0.0,900.0,475.0,Debit Card
ORD01710,2024-07-11,C0093,P030,S008,2,0,360,0.0,360.0,200.0,UPI
ORD01711,2024-12-21,C0313,P038,S006,2,0,600,0.0,600.0,160.0,Debit Card
ORD01712,2025-07-16,C0022,P094,S003,1,15,350,52.5,297.5,127.5,Credit Card
ORD01713,2026-01-22,C0133,P072,S008,2,0,240,0.0,240.0,120.0,UPI
ORD01714,2025-02-18,C0374,P046,S003,1,0,400,0.0,400.0,140.0,Debit Card
ORD01715,2025-06-22,C0369,P032,S001,2,0,400,0.0,400.0,210.0,Credit Card
ORD01716,2026-02-23,C0359,P049,S002,1,10,30,3.0,27.0,12.0,Credit Card
ORD01717,2026-08-27,C0212,P036,S005,1,0,200,0.0,200.0,110.0,UPI
ORD01718,2024-11-30,C0338,P036,S006,3,0,600,0.0,600.0,330.0,Cash
ORD01719,2026-11-13,C0297,P002,S002,1,5,900,45.0,855.0,335.0,UPI
ORD01720,2025-05-08,C0026,P068,S003,2,0,500,0.0,500.0,220.0,UPI
ORD01721,2025-09-30,C0253,P040,S002,3,0,165,0.0,165.0,39.0,UPI
ORD01722,2025-03-14,C0208,P058,S008,4,15,160,24.0,136.0,48.0,Cash
ORD01723,2026-06-14,C0065,P066,S005,2,5,600,30.0,570.0,210.0,Debit Card
ORD01724,2026-06-10,C0131,P052,S008,2,0,100,0.0,100.0,40.0,Cash
ORD01725,2025-12-09,C0153,P081,S004,1,5,200,10.0,190.0,70.0,Wallet
ORD01726,2026-02-22,C0124,P093,S005,1,15,450,67.5,382.5,132.5,Wallet
ORD01727,2026-01-09,C0210,P030,S003,2,0,360,0.0,360.0,200.0,UPI
ORD01728,2026-01-25,C0092,P012,S004,4,5,720,36.0,684.0,364.0,UPI
ORD01729,2025-07-17,C0328,P033,S006,2,0,560,0.0,560.0,280.0,Wallet
ORD01730,2025-07-15,C0113,P067,S007,2,20,900,180.0,720.0,160.0,Cash
ORD01731,2026-08-22,C0139,P076,S006,5,5,1250,62.5,1187.5,587.5,Credit Card
ORD01732,2024-07-31,C0121,P042,S002,1,0,90,0.0,90.0,35.0,Cash
ORD01733,2024-12-28,C0074,P019,S004,1,0,900,0.0,900.0,400.0,Cash
ORD01734,2024-05-07,C0202,P006,S008,1,15,650,97.5,552.5,202.5,UPI
ORD01735,2024-02-04,C0134,P079,S005,1,10,500,50.0,450.0,170.0,Cash
ORD01736,2024-12-12,C0233,P091,S004,2,15,500,75.0,425.0,205.0,Credit Card
ORD01737,2026-04-05,C0362,P096,S003,1,10,500,50.0,450.0,190.0,UPI
ORD01738,2026-11-04,C0022,P030,S003,1,0,180,0.0,180.0,100.0,UPI
ORD01739,2026-11-01,C0331,P034,S003,2,10,500,50.0,450.0,210.0,Wallet
ORD01740,2025-11-29,C0021,P031,S008,2,10,240,24.0,216.0,116.0,Credit Card
ORD01741,2024-08-26,C0209,P040,S006,4,0,220,0.0,220.0,52.0,UPI
ORD01742,2024-02-11,C0208,P036,S008,3,10,600,60.0,540.0,270.0,UPI
ORD01743,2024-06-15,C0271,P039,S007,3,15,540,81.0,459.0,39.0,UPI
ORD01744,2025-01-26,C0321,P059,S002,2,10,200,20.0,180.0,70.0,UPI
ORD01745,2025-08-10,C0095,P044,S007,1,0,120,0.0,120.0,50.0,UPI
ORD01746,2025-01-20,C0371,P033,S005,1,0,280,0.0,280.0,140.0,Wallet
ORD01747,2026-06-19,C0245,P031,S007,1,5,120,6.0,114.0,64.0,Credit Card
ORD01748,2026-12-07,C0239,P044,S008,2,10,240,24.0,216.0,76.0,UPI
ORD01749,2026-02-28,C0122,P069,S001,1,5,220,11.0,209.0,89.0,Wallet
ORD01750,2025-08-14,C0083,P046,S006,1,10,400,40.0,360.0,100.0,Credit Card
ORD01751,2025-07-04,C0119,P065,S004,1,10,140,14.0,126.0,56.0,UPI
ORD01752,2024-03-05,C0322,P040,S001,4,5,220,11.0,209.0,41.0,Debit Card
ORD01753,2026-08-14,C0227,P041,S008,2,0,60,0.0,60.0,20.0,UPI
ORD01754,2024-03-10,C0167,P057,S008,1,0,140,0.0,140.0,60.0,UPI
ORD01755,2024-11-21,C0302,P091,S001,1,5,250,12.5,237.5,127.5,UPI
ORD01756,2025-09-19,C0263,P096,S006,1,5,500,25.0,475.0,215.0,Debit Card
ORD01757,2026-07-23,C0163,P040,S005,2,10,110,11.0,99.0,15.0,Debit Card
